Matricula,Carrera,Promedio
A34482,CARR99,79.529
A34483,CARR97,93.062
A34484,CARR99,81.419
A34485,CARR63,83.117
A34486,CARR2,74.88
A34490,CARR46,86.935
A34491,CARR60,90.121
A34492,CARR62,76.629
A34494,CARR103,75
A34495,CARR98,74.821
A34496,CARR65,87.548
A34498,CARR103,86.138
A34499,CARR62,84.366
A34500,CARR65,74.454
A34501,CARR63,71
A34502,CARR71,89.625
A34503,CARR84,76.666
A34504,CARR112,84.533
A34506,CARR103,69.9
A34507,CARR112,89.8
A34508,CARR71,82.382
A34510,CARR73,74.607
A34511,CARR62,84.87
A34512,CARR66,79.156
A34513,CARR2,88.392
A34515,CARR63,74.23
A34516,CARR63,83.916
A34517,CARR75,86.878
A34518,CARR62,96.129
A34519,CARR104,91.225
A34520,CARR71,78.166
A34522,CARR61,83.212
A34523,CARR84,75.6
A34525,CARR66,81.1
A34526,CARR54,70.24
A34527,CARR97,89.343
A34531,CARR63,82.655
A34532,CARR2,91.035
A34533,CARR62,88.225
A34535,CARR63,87.322
A34536,CARR62,89.516
A34537,CARR2,81.827
A34540,CARR88,87.892
A34542,CARR65,70.555
A34544,CARR61,85.147
A34545,CARR2,92.47
A34546,CARR84,67.333
A34547,CARR99,82.875
A34548,CARR42,93.129
A34550,CARR42,96.363
A34551,CARR64,78.629
A34552,CARR2,73.74
A34554,CARR85,74.607
A34558,CARR2,90.666
A34559,CARR97,92.214
A34560,CARR62,82.4
A34561,CARR63,88.903
A34562,CARR65,89.578
A34563,CARR62,59.416
A34564,CARR88,89.5
A34566,CARR97,81.086
A34567,CARR2,93
A34568,CARR64,93.851
A34569,CARR112,85.428
A34570,CARR75,95.325
A34572,CARR84,83.837
A34573,CARR62,85.166
A34574,CARR42,85.939
A34576,CARR73,95.212
A34579,CARR63,67.666
A34580,CARR71,85.333
A34581,CARR62,78.166
A34586,CARR63,84.588
A34588,CARR85,90.451
A34590,CARR63,74.625
A34592,CARR58,60.619
A34594,CARR62,82.457
A34595,CARR73,83.551
A34596,CARR62,84.205
A34597,CARR112,62.25
A34599,CARR98,91.272
A34600,CARR88,73.454
A34601,CARR97,78.388
A34602,CARR63,79.529
A34604,CARR62,82.375
A34605,CARR42,92.882
A34606,CARR88,91.657
A34607,CARR63,77.187
A34608,CARR75,79.323
A34612,CARR42,73.225
A34613,CARR97,77.484
A34615,CARR2,76.125
A34616,CARR76,83.594
A34618,CARR66,76.666
A34619,CARR71,79.117
A34621,CARR88,86.354
A34623,CARR103,79.555
A34624,CARR110,86
A34625,CARR58,70.222
A34627,CARR110,86.461
A34628,CARR110,83.677
A34629,CARR2,85.52
A34631,CARR64,83.444
A34632,CARR84,86.333
A34633,CARR66,84.8
A34634,CARR75,67.913
A34637,CARR84,82.281
A34638,CARR58,82.852
A34640,CARR112,84.125
A34644,CARR62,89.942
A34645,CARR85,87
A34648,CARR62,87.275
A34649,CARR2,89.269
A34655,CARR53,80.064
A34657,CARR103,90.483
A34658,CARR97,90.068
A34660,CARR62,77.769
A34661,CARR84,86.593
A34664,CARR63,72.035
A34666,CARR85,81.2
A34667,CARR98,81.333
A34670,CARR53,82.911
A34674,CARR66,83.473
A34675,CARR66,78.842
A34679,CARR71,91.875
A34680,CARR79,81.736
A34681,CARR75,85.875
A34682,CARR62,93.258
A34684,CARR66,81.939
A34685,CARR58,81.866
A34686,CARR71,84
A34689,CARR112,79.56
A34690,CARR63,84
A34691,CARR99,89.8
A34692,CARR65,88.971
A34693,CARR63,95.187
A34694,CARR97,91.225
A34695,CARR110,82.071
A34696,CARR42,82.205
A34697,CARR65,86.606
A34699,CARR110,57.071
A34701,CARR63,80.208
A34702,CARR66,93.111
A34704,CARR64,84.333
A34705,CARR63,86.625
A34707,CARR84,80.454
A34708,CARR71,74.827
A34709,CARR65,76.636
A34710,CARR99,72.461
A34711,CARR99,76.75
A34712,CARR66,87.787
A34713,CARR66,91.264
A34715,CARR71,85.037
A34716,CARR84,88.617
A34717,CARR71,89.75
A34718,CARR65,73.677
A34719,CARR99,74
A34721,CARR63,70.625
A34722,CARR97,85.225
A34723,CARR99,70.962
A34725,CARR42,83.774
A34728,CARR88,81.214
A34730,CARR61,90.727
A34732,CARR85,87.806
A34733,CARR84,79.774
A34734,CARR84,69.333
A34736,CARR66,76.437
A34737,CARR54,81.833
A34739,CARR75,86.322
A34740,CARR66,91.833
A34741,CARR54,79.562
A34742,CARR2,86.933
A34743,CARR98,76.656
A34744,CARR103,73.343
A34745,CARR61,79.032
A34746,CARR66,76.833
A34747,CARR73,85.818
A34748,CARR114,71.294
A34750,CARR114,78.142
A34751,CARR85,89.884
A34753,CARR66,93.727
A34755,CARR98,89.709
A34757,CARR85,85.031
A34759,CARR2,84.826
A34764,CARR97,84.961
A34766,CARR62,86.354
A34768,CARR62,71.68
A34769,CARR103,90.735
A34770,CARR97,61.482
A34771,CARR66,78.58
A34774,CARR114,90.147
A34775,CARR97,78.714
A34776,CARR73,96.371
A34777,CARR107,86.846
A34778,CARR54,80.724
A34779,CARR103,82.419
A34780,CARR72,85.531
A34781,CARR65,85.176
A34785,CARR88,72.833
A34786,CARR99,85.838
A34790,CARR72,91.083
A34791,CARR64,85.629
A34792,CARR66,71.384
A34794,CARR63,85.838
A34796,CARR42,87.314
A34797,CARR112,66.722
A34798,CARR103,71.153
A34800,CARR85,60.9
A34801,CARR103,85.387
A34802,CARR62,68.413
A34803,CARR54,72
A34804,CARR62,87.387
A34805,CARR66,74.967
A34808,CARR42,89.937
A34809,CARR66,65.7
A34811,CARR63,83.151
A34812,CARR103,83.566
A34813,CARR85,94.071
A34815,CARR66,98.432
A34819,CARR66,96.515
A34820,CARR65,68.071
A34821,CARR65,80.464
A34822,CARR54,90.514
A34823,CARR62,77.8
A34825,CARR103,76.444
A34826,CARR110,86.562
A34827,CARR97,85.343
A34828,CARR110,77.315
A34830,CARR66,85.647
A34831,CARR99,86.838
A34834,CARR97,97.085
A34836,CARR72,63.6
A34839,CARR42,90.771
A34840,CARR72,72.117
A34845,CARR76,82.437
A34846,CARR42,86.606
A34847,CARR98,85.228
A34848,CARR103,82.468
A34849,CARR66,75.8
A34852,CARR78,78.857
A34853,CARR97,85.333
A34854,CARR65,68
A34855,CARR97,87.611
A34857,CARR2,77
A34859,CARR85,93.368
A34860,CARR63,86.052
A34861,CARR63,78.526
A34863,CARR60,77.068
A34864,CARR85,77.583
A34866,CARR62,77.733
A34867,CARR98,97.65
A34868,CARR60,73.904
A34869,CARR88,88.315
A34870,CARR63,81
A34871,CARR73,76.647
A34872,CARR66,86.3
A34873,CARR62,81.789
A34875,CARR103,88.361
A34876,CARR71,83.21
A34877,CARR77,63.285
A34879,CARR2,79.777
A34880,CARR110,82.473
A34881,CARR62,82.111
A34882,CARR58,95.821
A34888,CARR62,85.208
A34889,CARR66,82.681
A34890,CARR62,71.888
A34893,CARR63,91.789
A34894,CARR114,88.388
A34895,CARR64,91.277
A34898,CARR63,88.789
A34900,CARR2,47.8
A34901,CARR53,93.047
A34902,CARR66,86.789
A34903,CARR66,87.421
A34904,CARR62,84.473
A34905,CARR71,87.619
A34906,CARR65,82.15
A34907,CARR62,78.894
A34909,CARR73,77.842
A34910,CARR97,81.235
A34911,CARR53,67.25
A34913,CARR60,80.368
A34914,CARR62,91.473
A34916,CARR103,96.631
A34917,CARR73,80.388
A34918,CARR85,82.285
A34919,CARR2,88.769
A34920,CARR75,94.105
A34921,CARR88,87.4
A34922,CARR84,53.571
A34923,CARR77,97.961
A34924,CARR97,77.285
A34925,CARR2,91.111
A34926,CARR86,87.526
A34927,CARR62,85.19
A34928,CARR114,84.052
A34933,CARR53,86.736
A34935,CARR98,92.315
A34936,CARR99,81.789
A34937,CARR64,88.5
A34940,CARR84,82.944
A34945,CARR62,74.75
A34948,CARR53,92.263
A34949,CARR54,85.263
A34953,CARR66,82.526
A34954,CARR97,81.631
A34955,CARR71,72.952
A34956,CARR60,94.947
A34957,CARR63,87.857
A34959,CARR104,91.772
A34961,CARR2,79.357
A34963,CARR103,84.125
A34964,CARR61,82.25
A34965,CARR42,93.65
A34966,CARR53,94.842
A34967,CARR62,93.578
A34968,CARR112,89.5
A34971,CARR62,88.157
A34972,CARR88,91.842
A34975,CARR88,68.5
A34976,CARR60,82.259
A34978,CARR66,86.09
A34979,CARR60,80.619
A34980,CARR63,89.55
A34981,CARR73,80.709
A34982,CARR53,89.315
A34983,CARR84,89.85
A34984,CARR62,92.181
A34986,CARR97,86.65
A34988,CARR62,86.045
A34989,CARR75,77.944
A34990,CARR71,81.666
A34994,CARR71,72.444
A34996,CARR62,78.709
A34999,CARR85,88.368
A35003,CARR54,81.916
A35004,CARR63,78.263
A35005,CARR53,80.7
A35006,CARR97,72
A35008,CARR88,97.045
A35010,CARR73,68.75
A35013,CARR71,84.6
A35015,CARR62,86.611
A35017,CARR72,85.631
A35018,CARR63,78.235
A35019,CARR62,91.526
A35021,CARR103,92
A35022,CARR62,72
A35023,CARR63,80.105
A35024,CARR66,68.846
A35025,CARR71,84.789
A35026,CARR98,94.368
A35027,CARR71,92.736
A35029,CARR97,89.789
A35030,CARR62,83.523
A35031,CARR2,85.421
A35032,CARR110,84.21
A35034,CARR85,44.666
A35035,CARR88,52.714
A35037,CARR62,89.368
A35038,CARR65,94.068
A35041,CARR110,84.375
A35042,CARR60,84.55
A35044,CARR53,84.8
A35045,CARR61,94.95
A35048,CARR2,88
A35050,CARR62,90
A35051,CARR84,92.904
A35052,CARR42,97.5
A35053,CARR85,83.19
A35054,CARR88,67.461
A35058,CARR76,92.5
A35059,CARR65,82.55
A35060,CARR110,90.578
A35063,CARR85,89.526
A35066,CARR75,83.263
A35067,CARR103,81.166
A35068,CARR103,87.611
A35070,CARR61,87.714
A35076,CARR84,70.333
A35078,CARR97,90.842
A35081,CARR2,83
A35082,CARR73,76.476
A35083,CARR107,90.769
A35084,CARR62,57.444
A35085,CARR104,92.555
A35089,CARR99,72.25
A35090,CARR99,53.6
A35091,CARR103,95.363
A35092,CARR97,91.461
A35095,CARR110,90.555
A35099,CARR65,80.611
A35100,CARR66,89.133
A35101,CARR66,85.421
A35102,CARR62,81.578
A35103,CARR2,81.705
A35106,CARR88,88.277
A35110,CARR75,84.894
A35111,CARR77,94.181
A35113,CARR66,72
A35114,CARR97,89.5
A35117,CARR66,82.611
A35120,CARR84,85.1
A35121,CARR84,90.538
A35124,CARR84,95.45
A35126,CARR42,91.578
A35127,CARR112,94.947
A35128,CARR2,86.642
A35130,CARR85,90.789
A35131,CARR66,72.461
A35134,CARR66,77
A35135,CARR98,80.15
A35136,CARR98,80.541
A35137,CARR62,90.916
A35138,CARR62,67.933
A35139,CARR53,91.368
A35140,CARR76,87.285
A35141,CARR85,65.615
A35143,CARR66,80.812
A35144,CARR112,92.842
A35145,CARR58,74.38
A35148,CARR53,91
A35150,CARR54,88.08
A35151,CARR112,76.875
A35153,CARR73,46.5
A35154,CARR97,81.125
A35156,CARR54,76.428
A35159,CARR62,78.4
A35165,CARR73,80.833
A35166,CARR76,94.263
A35169,CARR84,90.633
A35175,CARR71,75.842
A35177,CARR103,80.428
A35178,CARR107,90.263
A35179,CARR66,81.476
A35180,CARR66,81.166
A35181,CARR62,88.7
A35182,CARR114,87.647
A35183,CARR99,66.923
A35184,CARR61,85.761
A35185,CARR110,99.157
A35188,CARR110,93.714
A35189,CARR108,82.722
A35190,CARR76,84.857
A35191,CARR112,90.388
A35192,CARR53,76.105
A35193,CARR42,92.052
A35194,CARR84,85.105
A35195,CARR63,87.421
A35196,CARR53,78.095
A35198,CARR2,82.222
A35201,CARR88,85.461
A35202,CARR42,16
A35205,CARR66,78.666
A35206,CARR76,87.947
A35211,CARR2,83.277
A35212,CARR62,84
A35213,CARR103,88.052
A35214,CARR66,81.222
A35215,CARR71,74.736
A35216,CARR85,83.21
A35217,CARR84,77.857
A35218,CARR114,74.833
A35220,CARR63,76.904
A35221,CARR88,89.193
A35222,CARR42,81.476
A35223,CARR2,49
A35224,CARR42,89.333
A35226,CARR42,88.105
A35227,CARR85,75.086
A35229,CARR64,76.937
A35232,CARR42,74.888
A35233,CARR103,69.866
A35239,CARR112,78.894
A35240,CARR103,67.565
A35243,CARR85,77.368
A35245,CARR103,73.388
A35246,CARR66,88.578
A35247,CARR42,79.5
A35249,CARR85,87.571
A35250,CARR64,87.296
A35252,CARR79,95.142
A35253,CARR112,78.571
A35254,CARR77,88.714
A35255,CARR60,89.375
A35256,CARR78,94
A35258,CARR65,92.428
A35260,CARR112,94.285
A35261,CARR103,86.571
A35263,CARR85,83.714
A35264,CARR103,88.285
A35265,CARR2,85.714
A35266,CARR63,79.142
A35267,CARR65,78
A35268,CARR84,0
A35270,CARR99,61.166
A35271,CARR65,86.285
A35272,CARR99,85.142
A35273,CARR84,83
A35274,CARR71,89.142
A35276,CARR85,79.714
A35280,CARR85,75.571
A35283,CARR78,72.5
A35286,CARR72,92.285
A35288,CARR63,84.857
A35291,CARR99,81.666
A35292,CARR108,88
A35294,CARR62,89.714
A35295,CARR112,93.6
A35296,CARR77,80.428
A35299,CARR62,64.25
A35300,CARR112,80.571
A35302,CARR98,80.571
A35304,CARR2,89.857
A35306,CARR42,89
A35307,CARR62,79
A35308,CARR103,86.571
A35309,CARR85,85
A35313,CARR97,80.166
A35314,CARR66,78.857
A35315,CARR71,88.714
A35321,CARR42,89.647
A35322,CARR79,96.333
A35323,CARR78,88.285
A35330,CARR112,69.571
A35332,CARR97,85
A35335,CARR65,88.75
A35336,CARR53,86.714
A35337,CARR66,91.142
A35338,CARR63,84.571
A35339,CARR63,87
A35346,CARR61,93.142
A35348,CARR65,68.857
A35349,CARR63,78.857
A35351,CARR66,93
A35354,CARR78,60.714
A35356,CARR98,91.285
A35360,CARR88,84.333
A35362,CARR110,87.714
A35365,CARR103,60.142
A35368,CARR62,83.857
A35370,CARR99,75.5
A35371,CARR77,79.166
A35372,CARR42,87.571
A35373,CARR97,99.142
A35374,CARR2,92.142
A35376,CARR97,83
A35381,CARR110,76.714
A35384,CARR85,82.714
A35385,CARR85,0
A35387,CARR97,81.142
A35388,CARR2,96.571
A35389,CARR65,74
A35390,CARR54,93.142
A35391,CARR42,77.714
A35393,CARR110,77.428
A35395,CARR2,87.428
A35397,CARR64,84.5
A35398,CARR84,95.75
A35399,CARR84,89.857
A35400,CARR62,71.428
A35403,CARR85,82.857
A35404,CARR78,87.571
A35409,CARR2,89.333
A35411,CARR97,81
A35412,CARR63,75.857
A35416,CARR103,76
A35417,CARR112,93.428
A35418,CARR103,94.428
A35419,CARR71,82.285
A35421,CARR62,80.571
A35425,CARR112,92.714
A35426,CARR53,89
A35430,CARR71,79.571
A35432,CARR85,81.142
A35433,CARR62,74.571
A35434,CARR97,83.428
A35435,CARR85,94.142
A35437,CARR103,87
A35441,CARR71,80.571
A35442,CARR112,80
A35443,CARR114,86.5
A35444,CARR103,74.75
A35445,CARR2,88.153
A35447,CARR63,76.857
A35448,CARR103,74.428
A35453,CARR85,84
A35454,CARR97,78.833
A35455,CARR85,83.5
A35456,CARR114,87.833
A35460,CARR66,88
A35462,CARR104,95.833
A35463,CARR103,86.428
A35464,CARR97,88.5
A35465,CARR84,89.285
A35466,CARR62,89
A35467,CARR71,82.545
A35471,CARR66,86
A35472,CARR61,83.142
A35473,CARR114,68.666
A35474,CARR66,81.142
A35478,CARR108,84.5
A35480,CARR66,82.571
A35481,CARR71,74.428
A35482,CARR99,61.571
A35484,CARR62,88.714
A35485,CARR2,93.142
A35486,CARR84,85.571
A35487,CARR88,88.857
A35492,CARR62,92.142
A35494,CARR2,86.714
A35495,CARR78,76.285
A35496,CARR54,81.428
A35497,CARR54,54.428
A35499,CARR84,94
A35500,CARR61,78
A35501,CARR53,82.285
A35503,CARR65,77.666
A35504,CARR2,84.142
A35505,CARR63,80.714
A35507,CARR99,73
A35508,CARR63,64.571
A35510,CARR53,81.571
A35511,CARR99,0
A35512,CARR88,82.571
A35513,CARR62,79.857
A35515,CARR62,94
A35516,CARR62,91.571
A35517,CARR2,85.714
A35520,CARR2,94.857
A35521,CARR98,89.857
A35522,CARR98,87.875
A35523,CARR71,88.428
A35525,CARR66,84.857
A35527,CARR66,95.285
A35528,CARR64,86.166
A35529,CARR98,85.857
A35532,CARR98,86.285
A35534,CARR78,83.833
A35535,CARR53,92.571
A35537,CARR62,75.428
A35538,CARR66,73.428
A35539,CARR97,79.142
A35541,CARR88,82.333
A35542,CARR62,97
A35543,CARR71,90.428
A35544,CARR84,88.8
A35545,CARR97,86.571
A35548,CARR66,89.8
A35551,CARR86,83.714
A35556,CARR66,87.142
A35558,CARR84,72.8
A35559,CARR62,85.222
A35560,CARR2,70.285
A35561,CARR78,0
A35563,CARR77,87.142
A35564,CARR53,78.714
A35565,CARR85,90.285
A35566,CARR97,80.857
A35567,CARR62,85.666
A35568,CARR71,95.5
A35572,CARR66,85.333
A35573,CARR99,78
A35574,CARR85,77.428
A35575,CARR78,86.285
A35579,CARR2,92.428
A35580,CARR78,87
A35581,CARR54,69.857
A35582,CARR88,78.571
A35583,CARR62,87.142
A35586,CARR112,78
A35587,CARR114,75.714
A35588,CARR103,79.142
A35590,CARR112,80.166
A35591,CARR71,83.714
A35592,CARR60,94.888
A35594,CARR62,85.142
A35595,CARR97,86.428
A35597,CARR97,87.142
A35599,CARR61,79.473
A35600,CARR2,87.714
A35602,CARR62,78.416
A35604,CARR77,80.857
A35608,CARR61,96.714
A35610,CARR54,95.285
A35611,CARR61,76.571
A35766,CARR62,70.354
A35916,CARR53,80.421
A36274,CARR62,76.042
A36410,CARR73,77.24
A36524,CARR114,74.415
A36599,CARR88,73.711
A36610,CARR104,87.315
A36622,CARR62,62.333
A36660,CARR84,72.42
A36668,CARR75,77.507
A36679,CARR2,75.366
A36747,CARR73,76.114
A36765,CARR42,77.375
A36837,CARR84,68.226
A36919,CARR86,78.914
A36946,CARR110,77.841
A36953,CARR97,79.26
A37004,CARR112,82.805
A37009,CARR73,71.086
A37021,CARR84,78.76
A37024,CARR42,73.125
A37069,CARR66,72.716
A37070,CARR113,70.425
A37093,CARR85,71.242
A37097,CARR62,78.575
A37103,CARR62,77.526
A37125,CARR63,75.106
A37126,CARR2,77.5
A37139,CARR103,70.915
A37141,CARR2,93.734
A37145,CARR2,77
A37147,CARR73,63.927
A37160,CARR62,74.095
A37164,CARR103,81.22
A37165,CARR99,80.774
A37166,CARR2,78.515
A37167,CARR73,74.971
A37230,CARR73,84.847
A37243,CARR63,72.287
A37247,CARR58,71.733
A37261,CARR61,80.483
A37264,CARR99,73.424
A37289,CARR86,75.8
A37299,CARR73,67.1
A37301,CARR103,78.045
A37302,CARR86,73.12
A37319,CARR2,88
A37320,CARR97,73.683
A37328,CARR71,88.941
A37329,CARR85,70.064
A37331,CARR76,80.983
A37338,CARR88,78.314
A37344,CARR84,72.844
A37346,CARR2,75.416
A37349,CARR63,84.764
A37351,CARR60,80.107
A37359,CARR66,82.711
A37364,CARR88,89.5
A37369,CARR62,77.5
A37376,CARR97,74.164
A37377,CARR62,72.314
A37380,CARR62,81.903
A37383,CARR63,78.704
A37386,CARR63,74.742
A37397,CARR2,72.803
A37403,CARR65,84.254
A37405,CARR112,78.977
A37411,CARR76,87.194
A37425,CARR73,77.851
A37437,CARR2,74.075
A37440,CARR62,0
A37446,CARR84,82.568
A37449,CARR88,76.204
A37451,CARR66,84.324
A37453,CARR86,71
A37458,CARR103,76.685
A37460,CARR85,75.943
A37470,CARR62,76.406
A37475,CARR62,82.163
A37476,CARR2,85.259
A37480,CARR63,76.623
A37482,CARR73,87.88
A37492,CARR85,96.791
A37495,CARR88,78.207
A37502,CARR84,73.206
A37510,CARR60,80.641
A37517,CARR84,83.984
A37521,CARR103,85.91
A37523,CARR42,69
A37528,CARR65,80.937
A37532,CARR66,83.522
A37533,CARR2,81.285
A37534,CARR103,77.437
A37540,CARR84,79.129
A37545,CARR99,78.985
A37548,CARR62,81.549
A37549,CARR58,71.253
A37550,CARR64,89.442
A37554,CARR88,80.8
A37556,CARR2,86.925
A37559,CARR110,86.048
A37566,CARR65,78.84
A37572,CARR112,77.06
A37574,CARR75,76.52
A37576,CARR75,73.509
A37588,CARR103,74.115
A37591,CARR58,78.615
A37600,CARR112,80.3
A37603,CARR84,77.393
A37608,CARR88,79.52
A37612,CARR98,79.546
A37613,CARR99,79.05
A37616,CARR66,88.123
A37617,CARR84,72.442
A37619,CARR2,86.843
A37620,CARR103,79.722
A37621,CARR63,81.5
A37622,CARR110,74.166
A37624,CARR66,78.515
A37629,CARR63,78.15
A37638,CARR62,78.4
A37639,CARR62,85.617
A37640,CARR73,83.384
A37646,CARR42,83.82
A37647,CARR84,82.113
A37649,CARR62,72.518
A37650,CARR84,72.978
A37651,CARR103,87.116
A37652,CARR64,82.811
A37653,CARR84,82.016
A37654,CARR99,85.2
A37655,CARR88,91.763
A37656,CARR97,89.98
A37658,CARR85,80.431
A37659,CARR2,85.938
A37661,CARR84,89.95
A37662,CARR63,78.795
A37664,CARR71,80.535
A37665,CARR103,85.644
A37670,CARR65,80.45
A37671,CARR103,77.258
A37673,CARR65,81.581
A37674,CARR103,73.928
A37676,CARR99,87.267
A37677,CARR84,89
A37678,CARR76,89.338
A37680,CARR84,82.222
A37684,CARR84,77.924
A37685,CARR62,95.177
A37686,CARR2,83.979
A37688,CARR42,93.355
A37690,CARR62,84.389
A37692,CARR76,95.924
A37693,CARR62,82.83
A37695,CARR54,86.065
A37696,CARR103,93.982
A37698,CARR63,78.311
A37699,CARR76,91.721
A37700,CARR75,75.739
A37702,CARR97,90.224
A37703,CARR71,73.02
A37704,CARR62,77.769
A37705,CARR71,82.517
A37708,CARR88,87.75
A37709,CARR66,78.83
A37712,CARR62,82.666
A37713,CARR58,95.421
A37715,CARR66,90.163
A37717,CARR54,79.433
A37718,CARR84,84.033
A37720,CARR86,83.035
A37721,CARR97,83.224
A37722,CARR113,90.769
A37723,CARR63,96.821
A37724,CARR99,81.285
A37725,CARR2,87.425
A37726,CARR97,82.428
A37727,CARR99,72.645
A37728,CARR103,92.809
A37729,CARR73,79.693
A37730,CARR63,75.327
A37731,CARR85,68.194
A37732,CARR85,97.163
A37733,CARR104,82.137
A37735,CARR97,90.647
A37736,CARR84,85.755
A37737,CARR2,78.941
A37739,CARR66,89.703
A37742,CARR84,72.058
A37743,CARR76,78.347
A37744,CARR66,85.929
A37746,CARR62,73.333
A37747,CARR88,86.368
A37748,CARR62,89.862
A37749,CARR62,87.254
A37751,CARR84,91.377
A37752,CARR103,75.28
A37753,CARR62,86.192
A37754,CARR66,72.8
A37755,CARR73,85.509
A37757,CARR103,93.66
A37759,CARR103,90.267
A37760,CARR63,77.046
A37762,CARR62,87.5
A37764,CARR62,89.642
A37765,CARR62,85.389
A37766,CARR63,85.036
A37767,CARR62,86.741
A37769,CARR62,84.77
A37770,CARR75,90.91
A37771,CARR66,84.603
A37772,CARR110,84.016
A37773,CARR76,88.402
A37774,CARR103,91.036
A37775,CARR103,87.614
A37778,CARR88,81.666
A37779,CARR97,90.836
A37780,CARR85,85.872
A37781,CARR65,76.566
A37784,CARR99,85.375
A37785,CARR54,76.34
A37786,CARR99,82.066
A37787,CARR84,83.055
A37790,CARR88,76.156
A37791,CARR84,85.347
A37793,CARR71,86.694
A37794,CARR98,86.605
A37797,CARR75,92.274
A37798,CARR99,82.301
A37799,CARR54,78.721
A37800,CARR76,92.304
A37801,CARR60,89.517
A37802,CARR84,89.142
A37803,CARR71,84.614
A37804,CARR62,76.717
A37806,CARR103,92.982
A37807,CARR103,90.614
A37809,CARR62,81.054
A37813,CARR103,81.37
A37814,CARR98,92.6
A37815,CARR62,87.272
A37816,CARR2,86.428
A37818,CARR61,86.18
A37820,CARR2,86.76
A37821,CARR2,85.25
A37822,CARR62,84.6
A37823,CARR76,90.508
A37824,CARR88,91.961
A37825,CARR104,96.53
A37827,CARR85,76.617
A37828,CARR2,87.695
A37829,CARR63,87.875
A37831,CARR63,86.433
A37832,CARR42,83.456
A37833,CARR110,75.826
A37834,CARR62,87.092
A37836,CARR99,85.22
A37837,CARR58,83.365
A37839,CARR62,80.755
A37840,CARR97,91.745
A37841,CARR73,91.896
A37844,CARR75,84.232
A37846,CARR63,79.203
A37847,CARR76,79.884
A37850,CARR62,86.241
A37851,CARR71,90.327
A37852,CARR99,81.689
A37853,CARR62,86.258
A37855,CARR66,72.038
A37858,CARR63,87.245
A37859,CARR75,84.188
A37860,CARR62,90.694
A37861,CARR66,78.5
A37862,CARR62,88.964
A37863,CARR71,92.137
A37864,CARR65,85.653
A37865,CARR75,76.818
A37867,CARR2,71.02
A37868,CARR84,78.457
A37869,CARR73,96.714
A37872,CARR66,85.067
A37873,CARR75,75.54
A37874,CARR103,86.5
A37877,CARR97,85.115
A37879,CARR103,82.679
A37880,CARR63,78.392
A37883,CARR75,77.702
A37884,CARR65,82.263
A37885,CARR62,88.384
A37888,CARR66,78.818
A37889,CARR65,77.145
A37890,CARR75,89.687
A37891,CARR88,91.875
A37892,CARR76,83.3
A37893,CARR103,87.642
A37895,CARR46,90.645
A37899,CARR84,73.703
A37901,CARR65,76.347
A37902,CARR103,90.96
A37903,CARR97,86.905
A37904,CARR42,85.821
A37905,CARR73,76.75
A37906,CARR62,80.508
A37908,CARR103,81.568
A37909,CARR63,82.033
A37910,CARR103,89.315
A37911,CARR63,90.175
A37913,CARR62,85.206
A37914,CARR65,89.727
A37915,CARR58,79.584
A37916,CARR73,89.821
A37917,CARR73,82.76
A37918,CARR88,84.945
A37921,CARR85,95.163
A37922,CARR112,84.244
A37923,CARR85,81.672
A37924,CARR85,86.527
A37926,CARR112,76.431
A37927,CARR63,79.617
A37928,CARR76,88.724
A37929,CARR63,74.576
A37930,CARR63,74.647
A37931,CARR75,85.053
A37932,CARR66,91.95
A37933,CARR85,72.194
A37934,CARR63,87.29
A37935,CARR85,85.563
A37936,CARR84,80.561
A37937,CARR75,81.894
A37938,CARR42,83.75
A37939,CARR84,89.017
A37940,CARR62,78.093
A37942,CARR58,74.509
A37943,CARR88,82.535
A37944,CARR75,84.26
A37945,CARR84,91.813
A37946,CARR62,90.245
A37951,CARR62,73.339
A37952,CARR103,78.291
A37953,CARR97,87.759
A37954,CARR114,85.719
A37956,CARR75,81.407
A37957,CARR66,83.428
A37958,CARR66,88.966
A37959,CARR98,84.696
A37960,CARR99,85.163
A37963,CARR62,95.049
A37964,CARR62,83.793
A37966,CARR63,77.305
A37967,CARR42,77.452
A37968,CARR103,89.6
A37969,CARR73,82.867
A37971,CARR54,86.95
A37972,CARR99,80.775
A37973,CARR99,75.909
A37974,CARR62,85.571
A37976,CARR73,78.728
A37977,CARR103,73.136
A37978,CARR97,80.339
A37979,CARR99,89.589
A37980,CARR75,75.958
A37981,CARR71,91.375
A37982,CARR42,81.568
A37983,CARR66,83.236
A37984,CARR86,69.86
A37985,CARR98,86.553
A37986,CARR103,75.743
A37987,CARR97,81.028
A37988,CARR73,91.34
A37989,CARR76,82.811
A37991,CARR98,91.218
A37993,CARR54,74.964
A37994,CARR73,81.8
A37996,CARR85,71.65
A37997,CARR63,76.42
A37998,CARR73,82.981
A37999,CARR112,88.16
A38000,CARR103,75
A38001,CARR2,86.45
A38003,CARR103,83.447
A38004,CARR73,95.414
A38005,CARR2,80.351
A38007,CARR61,93.456
A38008,CARR98,89.444
A38010,CARR62,80.19
A38012,CARR61,76.208
A38014,CARR62,86.911
A38015,CARR63,79.468
A38016,CARR97,90.414
A38017,CARR66,82.355
A38018,CARR62,75
A38019,CARR65,70.937
A38020,CARR75,91.823
A38022,CARR75,78.527
A38024,CARR42,81.697
A38025,CARR97,88.738
A38026,CARR97,91.47
A38028,CARR63,76.25
